ID,Brand,Model,Year_of_production,Type,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box,Drive_wheels,Doors,Color,Airbags,Tax,Price
45816128,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,75000 km,6.0,Tiptronic,Front,04-May,Black,10,584,23521
45732636,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,290850 km,4.0,Automatic,Front,04-May,Silver,4,891,15530
45788773,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,142400 km,6.0,Tiptronic,Rear,04-May,White,12,1053,48610
45809752,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,86262 km,4.0,Automatic,Front,04-May,Black,4,502,15530
44752649,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,2.0 Turbo,64000 km,4.0,Tiptronic,Front,04-May,White,12,639,40456
45759113,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Black,0,1811,39201
44809294,FORD,Focus,2015,Sedan,No,Petrol,2,17000 km,4.0,Automatic,Front,>5,Silver,12,765,13485
45803127,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,116346 km,4.0,Automatic,Front,04-May,Black,4,836,7056
45760024,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,04-May,Blue,0,382,26030
45802995,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,142000 km,4.0,Automatic,Front,04-May,Black,4,707,26255
45732168,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,116365 km,4.0,Automatic,Front,04-May,Black,4,891,43128
45770405,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,90000 km,4.0,Tiptronic,Front,04-May,White,12,779,23521
45810645,CHEVROLET,Spark,2014,Sedan,Yes,Petrol,1,35565 km,4.0,Automatic,Front,04-May,White,4,363,8778
45727356,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,77917 km,4.0,Automatic,Front,04-May,Black,4,640,23138
45813161,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,95590 km,4.0,Automatic,Front,04-May,White,12,645,4861
45731037,HYUNDAI,H1,2018,Universal,Yes,LPG,2.5,20930 km,4.0,Automatic,Front,04-May,Yellow,4,1327,66197
45765607,TOYOTA,Tacoma,2019,Sedan,Yes,Petrol,3.5,17542 km,6.0,Automatic,Rear,04-May,Silver,12,1820,31047
45800983,HYUNDAI,Elantra LIMITED,2015,Sedan,Yes,Petrol,1.8,57000 km,4.0,Tiptronic,Front,04-May,Black,12,697,20071
45803248,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,620755 km,4.0,Automatic,Front,04-May,White,4,765,10976
45591127,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,80000 km,4.0,Automatic,Front,04-May,Silver,8,474,14740
45733021,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,235261 km,4.0,Automatic,Front,04-May,Silver,4,891,15681
45793186,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,110000 km,4.0,Automatic,Front,04-May,Silver,4,790,5645
45803262,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,30258 km,4.0,Automatic,Front,04-May,Silver,4,765,13799
45732987,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,145219 km,4.0,Automatic,Front,04-May,Grey,4,707,18826
45646838,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6.0,Automatic,4x4,04-May,Black,0,919,34811
45797864,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,89323 km,4.0,Automatic,Front,04-May,Silver,4,583,18531
45802614,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,143269 km,4.0,Automatic,Front,04-May,Blue,4,765,34980
45801649,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,159381 km,4.0,Automatic,Front,04-May,White,4,583,19416
45795180,MERCEDES-BENZ,240,1998,Sedan,No,Petrol,2.4,1700000 km,6.0,Automatic,Rear,04-May,Silver,6,2004,5959
45803006,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,102934 km,4.0,Automatic,Front,04-May,White,4,1079,51028
45797058,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,132023 km,4.0,Automatic,Front,04-May,Grey,4,777,34905
45426767,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,95000 km,4.0,Automatic,Rear,04-May,Silver,12,475,13172
45789892,SSANGYONG,REXTON,2008,Jeep,Yes,Diesel,2.5,64459 km,4.0,Automatic,Front,04-May,Silver,4,1345,8467
45782280,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4 Turbo,61100 km,4.0,Tiptronic,Front,04-May,Red,12,475,15367
45633159,TOYOTA,Prius C 1.5I,2012,Sedan,No,Hybrid,1.5,127200 km,4.0,Automatic,Front,04-May,Brown,10,503,11133
45810596,CHEVROLET,Orlando,2015,Jeep,Yes,LPG,2,31880 km,4.0,Automatic,Front,04-May,Black,4,765,18346
45525165,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,38712 km,4.0,Automatic,Front,04-May,White,12,1079,10349
45792671,MITSUBISHI,Outlander,2012,Jeep,Yes,Petrol,2,97000 km,4.0,Tiptronic,4x4,04-May,Blue,8,642,18245
45812944,CHEVROLET,Cruze strocna,2014,Sedan,No,Petrol,1.4 Turbo,82000 km,4.0,Automatic,Front,04-May,Carnelian red,6,473,14113
45769417,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Black,12,1058,4861
45808874,CHEVROLET,Aveo,2017,Sedan,Yes,Petrol,1.6,67122 km,4.0,Automatic,Front,04-May,Black,4,831,29777
45762397,KIA,Optima,2015,Sedan,Yes,Petrol,2.4,57960 km,4.0,Automatic,Front,04-May,Silver,12,900,4391
44298058,HYUNDAI,Elantra SE,2017,Sedan,No,Petrol,2,69232 km,4.0,Automatic,Front,04-May,Grey,8,1017,16465
45733379,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,705856 km,4.0,Automatic,Front,04-May,Orange,4,765,9722
45732659,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,20,333686 km,4.0,Automatic,Front,04-May,Silver,4,5603,10036
45803405,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,85471 km,4.0,Automatic,Front,04-May,Silver,4,642,6899
45733420,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,13941 km,4.0,Automatic,Front,04-May,White,4,1017,52959
45730143,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,White,4,528,25591
45803464,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,145744 km,4.0,Automatic,Front,04-May,Red,4,765,15060
45797955,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104090 km,4.0,Automatic,Front,04-May,White,4,583,16894
45810051,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,43578 km,4.0,Automatic,Front,04-May,Silver,4,595,39615
45368273,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2.4,112000 km,4.0,Automatic,Front,04-May,Carnelian red,10,753,13172
45804292,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,64270 km,4.0,Automatic,Rear,04-May,Grey,0,584,23521
45550613,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,117000 km,4.0,Tiptronic,Front,04-May,Grey,8,585,18503
45729729,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,24846 km,4.0,Automatic,Front,04-May,White,4,730,42692
45787844,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,90680 km,6.0,Automatic,4x4,04-May,Black,16,1273,47042
45802767,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,51106 km,4.0,Automatic,Front,04-May,White,4,639,27284
45730274,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,110190 km,4.0,Automatic,Front,04-May,White,4,640,35043
45797558,KIA,Optima,2013,Sedan,No,Hybrid,2.4,127200 km,4.0,Tiptronic,Front,04-May,White,12,751,21639
45640837,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Black,12,779,5018
45784458,FORD,Transit Connect,2009,Goods wagon,No,Diesel,1.8 Turbo,170000 km,4.0,Manual,Front,>5,White,2,878,10976
45808877,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,80000 km,4.0,Automatic,Front,04-May,White,4,1156,81808
45810202,CHEVROLET,Malibu,2011,Sedan,Yes,Petrol,2,149790 km,4.0,Automatic,Front,04-May,Black,4,707,17923
44776961,BMW,328,2012,Sedan,Yes,Petrol,2,142152 km,4.0,Automatic,Rear,04-May,Black,12,642,18189
45653558,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701 km,6.0,Automatic,4x4,04-May,White,12,919,26657
45809446,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000 km,4.0,Automatic,Front,04-May,Blue,4,502,16900
45809338,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,72645 km,4.0,Automatic,Front,04-May,Silver,4,765,23436
45815231,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694 km,4.0,Automatic,Front,04-May,Grey,12,779,3920
45758022,TOYOTA,Camry,2010,Sedan,No,Petrol,2.5,152000 km,4.0,Manual,Front,04-May,Black,8,1024,12544
45809278,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,42642 km,4.0,Automatic,Front,04-May,Silver,4,784,23659
45810091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,136469 km,4.0,Automatic,Front,04-May,Silver,4,1091,37611
45785958,CHEVROLET,Malibu LT,2016,Sedan,No,Petrol,1.5 Turbo,112000 km,4.0,Tiptronic,Front,04-May,White,12,690,26657
45728707,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,142000 km,4.0,Automatic,Front,04-May,White,4,640,35338
45789132,MERCEDES-BENZ,C 230,2005,Sedan,Yes,Petrol,1.8,195200 km,4.0,Automatic,Rear,04-May,Blue,8,1515,9408
45801819,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,104282 km,4.0,Automatic,Front,04-May,Silver,4,687,15718
45656510,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Black,12,603,13956
45375077,KIA,Optima,2015,Sedan,No,Petrol,2.4,66100 km,4.0,Tiptronic,Front,04-May,Black,12,900,17876
45654674,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,159928 km,4.0,Automatic,Front,04-May,Black,0,765,12858
45801967,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891 km,4.0,Automatic,Front,04-May,Grey,4,629,18346
45433464,FORD,Transit Connect,2005,Goods wagon,No,Diesel,1.8,0 km,4.0,Manual,Front,02-Mar,Silver,0,1515,9722
45813589,BMW,M4,2015,Coupe,Yes,Petrol,3,64338 km,6.0,Automatic,Rear,02-Mar,White,12,1104,4861
45752693,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,90000 km,4.0,Automatic,Front,04-May,Grey,7,779,33000
45801721,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,158000 km,4.0,Automatic,Front,04-May,White,4,583,18798
44578446,HONDA,Elysion,2004,Minivan,Yes,Petrol,3,0 km,4.0,Automatic,4x4,04-May,Black,1,2469,20385
45728056,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,152400 km,4.0,Automatic,Front,04-May,Silver,12,779,6115
45732673,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,193953 km,4.0,Automatic,Front,04-May,Silver,4,836,15035
45744723,DAEWOO,Lacetti,2010,Sedan,Yes,Diesel,2,47221 km,4.0,Automatic,Front,04-May,Black,4,836,7997
45797300,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,128980 km,4.0,Automatic,Front,04-May,Silver,4,583,14454
44714424,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.8,203101 km,4.0,Automatic,Front,04-May,White,12,353,17876
45766234,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6.0,Automatic,4x4,04-May,Black,12,1399,12388
45730630,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,77016 km,4.0,Automatic,Front,04-May,Silver,4,1273,9063
45809933,NISSAN,March,2014,Hatchback,Yes,Petrol,1.2,138703 km,4.0,Automatic,Front,04-May,Silver,4,418,4783
45802041,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,117492 km,4.0,Automatic,Front,04-May,Grey,4,707,15241
45764196,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4.0,Automatic,Rear,04-May,White,12,834,14583
44793577,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,60000 km,4.0,Tiptronic,Front,04-May,Black,12,934,32615
45802910,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,146492 km,4.0,Automatic,Front,04-May,Black,4,891,44711
45774913,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,139005 km,4.0,Automatic,Front,04-May,Blue,12,503,11290
45769371,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966 km,6.0,Automatic,4x4,04-May,Black,12,1058,23521
45802931,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,175089 km,4.0,Automatic,Front,04-May,White,4,891,40390
45437321,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,178000 km,4.0,Variator,Front,04-May,Golden,12,843,10976
45653766,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Black,12,1399,5018
45732760,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,149608 km,4.0,Automatic,Front,04-May,Silver,4,836,15718
45797542,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,168645 km,4.0,Automatic,Front,04-May,Silver,4,1249,37125
45732851,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,362454 km,4.0,Automatic,Front,04-May,Silver,4,639,10036
45798471,KIA,Optima EX,2013,Sedan,Yes,Petrol,2.4,92000 km,12.0,Tiptronic,Front,04-May,Silver,8,751,16308
45801470,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,144889 km,4.0,Automatic,Front,04-May,White,4,730,21395
45779353,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,99000 km,4.0,Tiptronic,Front,04-May,Black,10,531,17249
45433925,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,2.1 Turbo,52000 km,4.0,Tiptronic,4x4,04-May,Black,12,798,79971
45809898,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,180000 km,4.0,Automatic,Front,04-May,White,4,642,13987
45797702,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783 km,4.0,Automatic,Front,04-May,Grey,4,583,19679
45025967,MAZDA,Mazda 3 SPORT,2016,Sedan,No,Petrol,2,96877 km,4.0,Automatic,Front,04-May,Black,8,891,13799
45789515,MERCEDES-BENZ,Sprinter,2009,Microbus,No,Diesel,2.2 Turbo,175000 km,4.0,Manual,Rear,04-May,White,2,1054,20385
45814296,FORD,Transit,2001,Microbus,No,Diesel,2.4 Turbo,1000 km,4.0,Manual,Rear,02-Mar,White,2,1998,11604
45796804,HYUNDAI,H1,2010,Universal,Yes,Diesel,2.5,126760 km,4.0,Automatic,Front,04-May,Silver,4,1024,18450
45811799,BMW,X5,2014,Jeep,Yes,Petrol,3.0 Turbo,70000 km,6.0,Tiptronic,4x4,04-May,Blue,12,915,56450
45732542,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,73324 km,4.0,Automatic,Front,04-May,Silver,4,1017,57428
45772363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Black,0,1363,54568
45727602,SSANGYONG,Korando,2012,Pickup,Yes,Diesel,2,201897 km,4.0,Automatic,Front,04-May,White,4,642,21940
45797924,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,95665 km,4.0,Automatic,Front,04-May,Grey,4,531,18208
45636812,SUBARU,XV,2015,Sedan,Yes,Petrol,2,250005 km,4.0,Automatic,4x4,04-May,Black,0,765,19444
45802616,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,56557 km,4.0,Automatic,Front,04-May,Silver,4,707,14113
45792403,KIA,Optima,2016,Sedan,Yes,Diesel,1.7,30177 km,4.0,Automatic,Front,04-May,White,4,764,35908
45431202,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4 Turbo,74000 km,4.0,Automatic,Front,04-May,Silver,8,475,15994
45809185,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,69219 km,4.0,Automatic,Front,04-May,Silver,4,447,5209
45804530,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,167512 km,4.0,Automatic,Front,04-May,Grey,4,836,22063
45809435,HONDA,FIT,2014,Universal,Yes,Hybrid,1.3,193895 km,4.0,Automatic,Front,04-May,White,4,247,5225
45782184,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8 Turbo,136194 km,4.0,Tiptronic,Front,04-May,Silver,12,586,12231
45730155,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,87681 km,4.0,Automatic,Front,04-May,Black,4,639,45633
45803495,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,89181 km,4.0,Automatic,Front,04-May,Silver,4,836,7527
45805311,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,66000 km,4.0,Automatic,Front,04-May,Silver,4,271,17562
45801711,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,87210 km,4.0,Automatic,Front,04-May,Silver,4,583,18826
45504346,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,100280 km,4.0,Tiptronic,Front,04-May,White,8,475,14113
45804880,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,48000 km,4.0,Automatic,Front,04-May,White,4,1077,49858
45652392,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701 km,6.0,Automatic,4x4,04-May,White,12,919,26657
45812037,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,103000 km,4.0,Automatic,Front,04-May,Black,12,650,18817
45642357,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,110531 km,4.0,Automatic,4x4,04-May,Red,0,530,14426
45638910,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,312118 km,4.0,Automatic,Front,04-May,Black,0,530,7213
45764699,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4,57554 km,6.0,Automatic,4x4,04-May,Silver,12,1194,19130
45729909,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,130000 km,4.0,Automatic,Front,04-May,White,4,640,30596
45809030,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,52020 km,4.0,Automatic,Front,04-May,White,4,790,7056
45792674,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,100914 km,4.0,Automatic,Front,04-May,Sky blue,12,843,10976
45806461,FORD,Fusion,2018,Jeep,Yes,Hybrid,2,53013 km,4.0,Automatic,Front,04-May,Grey,12,505,5802
45816150,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,27368 km,4.0,Automatic,Front,04-May,Silver,12,1077,14740
45797815,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,72999 km,4.0,Automatic,Front,04-May,Black,4,1185,14426
43908507,HYUNDAI,Sonata,2015,Sedan,No,Petrol,2.4,130000 km,4.0,Automatic,Front,04-May,Silver,10,900,18817
45656182,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,173213 km,4.0,Automatic,Front,04-May,White,12,746,6586
45761428,HYUNDAI,Elantra,2016,Sedan,No,Petrol,1.8,132000 km,4.0,Tiptronic,Front,04-May,White,8,810,17876
45770110,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Black,12,1053,29793
45677893,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,547744 km,4.0,Automatic,Front,04-May,White,12,271,12544
45733567,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,52878 km,4.0,Automatic,Front,04-May,Black,4,765,42987
45809297,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,97536 km,4.0,Automatic,Front,04-May,White,4,447,5300
45759217,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,04-May,White,0,1935,31988
45808885,FORD,Explorer,2013,Jeep,Yes,Petrol,3.5,106604 km,4.0,Automatic,Front,04-May,Silver,4,1055,43360
45793607,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,109063 km,4.0,Automatic,Front,04-May,Black,4,1282,7683
45730418,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,101335 km,4.0,Automatic,Front,04-May,White,4,640,31449
45660994,BMW,X5,2012,Jeep,Yes,Diesel,3,103458 km,6.0,Automatic,4x4,04-May,White,0,919,8154
45776860,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,10000 km,6.0,Tiptronic,Front,04-May,Black,9,697,14740
45621106,TOYOTA,RAV 4 se,2017,Jeep,Yes,Petrol,2.5,25000 km,4.0,Automatic,4x4,04-May,Grey,8,1249,54255
45384126,DODGE,Caravan tradesman,2014,Minivan,No,Petrol,3.6,130000 km,6.0,Tiptronic,Front,04-May,White,6,1080,16308
45642782,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,04-May,Black,12,394,11133
45732142,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,95000 km,4.0,Automatic,Front,04-May,Black,4,640,40983
45805342,TOYOTA,Sienna,2015,Minivan,Yes,Petrol,3.5,93000 km,6.0,Tiptronic,Front,04-May,Black,12,1273,48610
45647805,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,04-May,Black,0,1104,3607
45615670,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,121000 km,4.0,Tiptronic,Front,04-May,Green,10,473,9722
45770157,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840 km,4.0,Automatic,Front,04-May,Blue,12,810,7683
45810467,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,201892 km,4.0,Automatic,Front,04-May,Grey,4,642,15125
45344701,LEXUS,HS 250h Hybrid,2010,Sedan,Yes,Hybrid,2.4,64000 km,4.0,Automatic,Front,04-May,Red,10,986,25089
45802804,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,63323 km,4.0,Automatic,Front,04-May,Black,4,765,51373
45809956,HONDA,Civic,2017,Sedan,Yes,Petrol,2,28899 km,4.0,Automatic,Front,04-May,Black,4,1017,54822
45732817,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,162095 km,4.0,Automatic,Front,04-May,Grey,4,707,14069
45796914,HYUNDAI,H1,2018,Universal,Yes,Diesel,2.5,27406 km,4.0,Automatic,Front,04-May,Yellow,4,1327,68223
45776816,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,188800 km,4.0,Automatic,Front,04-May,Silver,10,645,13230
45802118,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,189347 km,4.0,Automatic,Front,04-May,Grey,4,862,17923
45803529,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,71466 km,4.0,Automatic,Front,04-May,White,4,639,11262
45797536,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,88288 km,4.0,Automatic,Front,04-May,White,4,531,20266
45730762,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,23739 km,4.0,Automatic,Front,04-May,Blue,4,730,45633
45803378,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,453075 km,4.0,Automatic,Front,04-May,Silver,4,642,7527
45732761,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,194210 km,4.0,Automatic,Front,04-May,Black,4,640,16308
45729811,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,45710 km,4.0,Automatic,Front,04-May,White,4,831,40926
45797604,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,130000 km,4.0,Automatic,Front,04-May,White,4,530,18679
45575689,KIA,Optima,2014,Sedan,No,Petrol,2.4,99000 km,4.0,Tiptronic,Front,04-May,Silver,10,749,17000
45816079,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,65035 km,4.0,Automatic,Front,04-May,Blue,12,1017,4547
45757915,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,04-May,Black,12,1646,47042
45810452,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148101 km,4.0,Automatic,Front,04-May,Grey,4,730,20846
45788812,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,154000 km,4.0,Automatic,Front,04-May,Grey,10,761,11604
45803748,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,225814 km,4.0,Automatic,Front,04-May,Grey,4,836,18211
45801833,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,103149 km,4.0,Automatic,Front,04-May,Silver,4,687,15132
45787476,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,97000 km,4.0,Automatic,Front,04-May,Grey,8,777,23521
45765280,FORD,Fusion,2015,Sedan,No,Hybrid,2,84800 km,4.0,Automatic,Front,04-May,Silver,12,382,23521
45618057,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,59099 km,6.0,Automatic,4x4,04-May,White,0,1292,6272
44602758,HYUNDAI,Sonata hybrid,2012,Sedan,Yes,Hybrid,2.4,157000 km,4.0,Tiptronic,Front,04-May,Grey,10,753,14113
45318918,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,144000 km,4.0,Tiptronic,Front,04-May,White,12,562,16621
45804842,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,101816 km,4.0,Automatic,Front,04-May,White,4,639,27591
45730695,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,33261 km,4.0,Automatic,Front,04-May,White,4,730,43576
45802194,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,110483 km,4.0,Automatic,Front,04-May,Yellow,4,777,35736
45799856,BMW,X1,2013,Jeep,Yes,Petrol,2,108000 km,12.0,Tiptronic,Front,04-May,Black,12,640,28225
45646063,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Black,12,779,5018
45802813,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,84315 km,4.0,Automatic,Front,04-May,Silver,4,1017,55528
45802800,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,166401 km,4.0,Automatic,Front,04-May,Grey,4,707,21953
45729999,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,103891 km,4.0,Automatic,Front,04-May,White,4,629,25889
45790470,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,96584 km,4.0,Automatic,Front,04-May,Grey,0,585,15681
45792135,KIA,Optima,2016,Sedan,Yes,Petrol,2,31033 km,4.0,Automatic,Front,04-May,Black,4,890,21796
